0,clear_day
1,partly_cloudy_day
2,partly_cloudy_day
3,clear_day
4,rain
5,cloudy
6,clear_day
7,clear_day
8,clear_day
9,clear_day
10,partly_cloudy_day
11,cloudy
12,rain
13,cloudy
14,partly_cloudy_day
15,partly_cloudy_day
16,partly_cloudy_day
17,partly_cloudy_day
18,partly_cloudy_day
19,partly_cloudy_day
20,partly_cloudy_day
21,clear_day
22,partly_cloudy_day
23,cloudy
24,cloudy
25,cloudy
26,snow
27,snow
28,snow
29,partly_cloudy_day
30,cloudy
31,cloudy
32,cloudy
33,cloudy
34,partly_cloudy_day
35,clear_day
36,partly_cloudy_day
37,partly_cloudy_day
38,clear_day
39,clear_day
40,clear_day
41,clear_day
42,clear_day
43,clear_day
44,rain
45,cloudy
46,partly_cloudy_day
47,clear_day
48,partly_cloudy_day
49,cloudy
50,rain
51,cloudy
52,rain
53,cloudy
54,rain
55,cloudy
56,cloudy
57,rain
58,cloudy
59,clear_day
60,rain
61,partly_cloudy_day
62,cloudy
63,snow
64,partly_cloudy_day
65,cloudy
66,cloudy
67,partly_cloudy_day
68,partly_cloudy_day
69,clear_day
70,clear_day
71,partly_cloudy_day
72,cloudy
73,cloudy
74,cloudy
75,rain
76,rain
77,rain
78,cloudy
79,partly_cloudy_day
80,partly_cloudy_day
81,partly_cloudy_day
82,partly_cloudy_day
83,partly_cloudy_day
84,rain
85,partly_cloudy_day
86,partly_cloudy_day
87,cloudy
88,partly_cloudy_day
89,partly_cloudy_day
90,cloudy
91,cloudy
92,rain
93,rain
94,rain
95,rain
96,cloudy
97,partly_cloudy_day
98,clear_day
99,partly_cloudy_day
100,partly_cloudy_day
101,partly_cloudy_day
102,cloudy
103,clear_day
104,cloudy
105,clear_day
106,cloudy
107,cloudy
108,rain
109,partly_cloudy_day
110,partly_cloudy_day
111,partly_cloudy_day
112,partly_cloudy_day
113,partly_cloudy_day
114,clear_day
115,clear_day
116,cloudy
117,rain
118,partly_cloudy_day
119,clear_day
120,rain
121,cloudy
122,partly_cloudy_day
123,cloudy
124,cloudy
125,partly_cloudy_day
126,partly_cloudy_day
127,partly_cloudy_day
128,partly_cloudy_day
129,partly_cloudy_day
130,partly_cloudy_day
131,partly_cloudy_day
132,clear_day
133,partly_cloudy_day
134,rain
135,partly_cloudy_day
136,partly_cloudy_day
137,rain
138,partly_cloudy_day
139,partly_cloudy_day
140,clear_day
141,clear_day
142,cloudy
143,partly_cloudy_day
144,clear_day
145,partly_cloudy_day
146,rain
147,cloudy
148,rain
149,partly_cloudy_day
150,partly_cloudy_day
151,partly_cloudy_day
152,rain
153,cloudy
154,partly_cloudy_day
155,clear_day
156,partly_cloudy_day
157,rain
158,cloudy
159,cloudy
160,cloudy
161,partly_cloudy_day
162,clear_day
163,partly_cloudy_day
164,partly_cloudy_day
165,rain
166,rain
167,rain
168,partly_cloudy_day
169,partly_cloudy_day
170,partly_cloudy_day
171,rain
172,cloudy
173,rain
174,rain
175,cloudy
176,rain
177,rain
178,rain
179,rain
180,rain
181,partly_cloudy_day
182,partly_cloudy_day
183,partly_cloudy_day
184,cloudy
185,cloudy
186,rain
187,rain
188,rain
189,cloudy
190,cloudy
191,rain
192,cloudy
193,partly_cloudy_day
194,clear_day
195,partly_cloudy_day
196,rain
197,rain
198,rain
199,rain
200,cloudy
201,partly_cloudy_day
202,partly_cloudy_day
203,rain
204,rain
205,rain
206,rain
207,partly_cloudy_day
208,partly_cloudy_day
209,partly_cloudy_day
210,clear_day
211,clear_day
212,cloudy
213,clear_day
214,clear_day
215,clear_day
216,partly_cloudy_day
217,partly_cloudy_day
218,partly_cloudy_day
219,partly_cloudy_day
220,rain
221,rain
222,cloudy
223,partly_cloudy_day
224,partly_cloudy_day
225,partly_cloudy_day
226,cloudy
227,partly_cloudy_day
228,partly_cloudy_day
229,partly_cloudy_day
230,cloudy
231,rain
232,cloudy
233,cloudy
234,cloudy
235,rain
236,partly_cloudy_day
237,partly_cloudy_day
238,rain
239,partly_cloudy_day
240,partly_cloudy_day
241,partly_cloudy_day
242,partly_cloudy_day
243,rain
244,partly_cloudy_day
245,partly_cloudy_day
246,cloudy
247,cloudy
248,partly_cloudy_day
249,partly_cloudy_day
250,partly_cloudy_day
251,clear_day
252,clear_day
253,partly_cloudy_day
254,cloudy
255,partly_cloudy_day
256,partly_cloudy_day
257,cloudy
258,partly_cloudy_day
259,partly_cloudy_day
260,partly_cloudy_day
261,partly_cloudy_day
262,partly_cloudy_day
263,partly_cloudy_day
264,rain
265,partly_cloudy_day
266,partly_cloudy_day
267,cloudy
268,partly_cloudy_day
269,clear_day
270,partly_cloudy_day
271,rain
272,rain
273,partly_cloudy_day
274,clear_day
275,partly_cloudy_day
276,partly_cloudy_day
277,cloudy
278,cloudy
279,rain
280,cloudy
281,partly_cloudy_day
282,clear_day
283,clear_day
284,clear_day
285,clear_day
286,partly_cloudy_day
287,clear_day
288,clear_day
289,clear_day
290,clear_day
291,partly_cloudy_day
292,partly_cloudy_day
293,partly_cloudy_day
294,partly_cloudy_day
295,partly_cloudy_day
296,partly_cloudy_day
297,partly_cloudy_day
298,rain
299,partly_cloudy_day
300,cloudy
301,cloudy
302,partly_cloudy_day
303,partly_cloudy_day
304,partly_cloudy_day
305,clear_day
306,partly_cloudy_day
307,cloudy
308,cloudy
309,rain
310,rain
311,rain
312,partly_cloudy_day
313,partly_cloudy_day
314,cloudy
315,rain
316,cloudy
317,partly_cloudy_day
318,cloudy
319,cloudy
320,rain
321,rain
322,rain
323,cloudy
324,cloudy
325,rain
326,rain
327,rain
328,partly_cloudy_day
329,clear_day
330,clear_day
331,partly_cloudy_day
332,partly_cloudy_day
333,partly_cloudy_day
334,partly_cloudy_day
335,partly_cloudy_day
336,clear_day
337,clear_day
338,rain
339,partly_cloudy_day
340,clear_day
341,partly_cloudy_day
342,rain
343,cloudy
344,partly_cloudy_day
345,clear_day
346,partly_cloudy_day
347,cloudy
348,partly_cloudy_day
349,clear_day
350,clear_day
351,partly_cloudy_day
352,cloudy
353,rain
354,partly_cloudy_day
355,cloudy
356,cloudy
357,rain
358,partly_cloudy_day
359,clear_day
360,cloudy
361,partly_cloudy_day
362,partly_cloudy_day
363,clear_day
364,clear_day
365,partly_cloudy_day
366,partly_cloudy_day
367,partly_cloudy_day
368,rain
369,rain
370,cloudy
371,cloudy
372,clear_day
373,partly_cloudy_day
374,rain
375,snow
376,snow
377,partly_cloudy_day
378,partly_cloudy_day
379,clear_day
380,partly_cloudy_day
381,rain
382,clear_day
383,partly_cloudy_day
384,cloudy
385,snow
386,snow
387,cloudy
388,clear_day
389,clear_day
390,partly_cloudy_day
391,partly_cloudy_day
392,rain
393,rain
394,cloudy
395,snow
396,partly_cloudy_day
397,partly_cloudy_day
398,clear_day
399,partly_cloudy_day
400,partly_cloudy_day
401,clear_day
402,partly_cloudy_day
403,clear_day
404,clear_day
405,partly_cloudy_day
406,rain
407,rain
408,rain
409,cloudy
410,clear_day
411,clear_day
412,partly_cloudy_day
413,clear_day
414,cloudy
415,partly_cloudy_day
416,cloudy
417,rain
418,cloudy
419,clear_day
420,partly_cloudy_day
421,partly_cloudy_day
422,clear_day
423,cloudy
424,clear_day
425,clear_day
426,partly_cloudy_day
427,rain
428,rain
429,cloudy
430,partly_cloudy_day
431,partly_cloudy_day
432,rain
433,cloudy
434,partly_cloudy_day
435,partly_cloudy_day
436,rain
437,cloudy
438,partly_cloudy_day
439,partly_cloudy_day
440,partly_cloudy_day
441,rain
442,cloudy
443,partly_cloudy_day
444,partly_cloudy_day
445,partly_cloudy_day
446,partly_cloudy_day
447,partly_cloudy_day
448,partly_cloudy_day
449,partly_cloudy_day
450,cloudy
451,clear_day
452,partly_cloudy_day
453,partly_cloudy_day
454,cloudy
455,partly_cloudy_day
456,partly_cloudy_day
457,rain
458,rain
459,partly_cloudy_day
460,rain
461,rain
462,cloudy
463,partly_cloudy_day
464,partly_cloudy_day
465,partly_cloudy_day
466,partly_cloudy_day
467,partly_cloudy_day
468,partly_cloudy_day
469,partly_cloudy_day
470,partly_cloudy_day
471,rain
472,cloudy
473,partly_cloudy_day
474,partly_cloudy_day
475,rain
476,partly_cloudy_day
477,partly_cloudy_day
478,rain
479,cloudy
480,cloudy
481,rain
482,rain
483,partly_cloudy_day
484,clear_day
485,clear_day
486,partly_cloudy_day
487,rain
488,clear_day
489,partly_cloudy_day
490,rain
491,partly_cloudy_day
492,cloudy
493,rain
494,rain
495,partly_cloudy_day
496,clear_day
497,partly_cloudy_day
498,cloudy
499,partly_cloudy_day
500,rain
501,clear_day
502,partly_cloudy_day
503,partly_cloudy_day
504,partly_cloudy_day
505,cloudy
506,rain
507,rain
508,cloudy
509,cloudy
510,partly_cloudy_day
511,rain
512,rain
513,rain
514,cloudy
515,partly_cloudy_day
516,rain
517,rain
518,partly_cloudy_day
519,rain
520,cloudy
521,partly_cloudy_day
522,rain
523,rain
524,rain
525,cloudy
526,partly_cloudy_day
527,cloudy
528,rain
529,partly_cloudy_day
530,partly_cloudy_day
531,rain
532,partly_cloudy_day
533,clear_day
534,partly_cloudy_day
535,rain
536,rain
537,rain
538,rain
539,rain
540,rain
541,rain
542,partly_cloudy_day
543,rain
544,rain
545,cloudy
546,partly_cloudy_day
547,rain
548,rain
549,rain
550,rain
551,rain
552,rain
553,rain
554,cloudy
555,partly_cloudy_day
556,rain
557,rain
558,partly_cloudy_day
559,rain
560,rain
561,rain
562,partly_cloudy_day
563,partly_cloudy_day
564,cloudy
565,rain
566,clear_day
567,partly_cloudy_day
568,clear_day
569,clear_day
570,clear_day
571,clear_day
572,clear_day
573,partly_cloudy_day
574,clear_day
575,clear_day
576,clear_day
577,partly_cloudy_day
578,clear_day
579,rain
580,rain
581,rain
582,rain
583,rain
584,partly_cloudy_day
585,rain
586,partly_cloudy_day
587,rain
588,partly_cloudy_day
589,partly_cloudy_day
590,partly_cloudy_day
591,clear_day
592,clear_day
593,partly_cloudy_day
594,partly_cloudy_day
595,clear_day
596,clear_day
597,rain
598,rain
599,partly_cloudy_day
600,partly_cloudy_day
601,clear_day
602,partly_cloudy_day
603,rain
604,partly_cloudy_day
605,clear_day
606,clear_day
607,clear_day
608,partly_cloudy_day
609,partly_cloudy_day
610,clear_day
611,clear_day
612,partly_cloudy_day
613,partly_cloudy_day
614,rain
615,rain
616,partly_cloudy_day
617,partly_cloudy_day
618,cloudy
619,partly_cloudy_day
620,partly_cloudy_day
621,partly_cloudy_day
622,partly_cloudy_day
623,rain
624,rain
625,partly_cloudy_day
626,partly_cloudy_day
627,partly_cloudy_day
628,partly_cloudy_day
629,cloudy
630,partly_cloudy_day
631,partly_cloudy_day
632,partly_cloudy_day
633,partly_cloudy_day
634,partly_cloudy_day
635,rain
636,rain
637,rain
638,rain
